,ytid,Speech,Animal,Music,Vehicle
1893,e28lVWRLqzc,1,0,0,0
1894,6Yda0iCUy2M,0,0,0,1
1895,NSDac7KEZy0,0,0,1,0
1896,zCPBEcF4UjU,0,0,1,0
1897,_EGac97iSY4,0,0,1,0
1898,DbgKw16uGH0,1,0,0,0
1899,XlPZIFqdtEU,0,0,1,0
1900,vuUOlU7KwpA,0,0,1,0
1901,afqWGyxrAqU,0,0,1,0
1902,HF-uQjzBiAg,0,0,1,0
1903,yer08i37cQw,1,0,0,0
1904,BtCl7YCoxBs,1,0,0,0
1905,T2b_JHKHNHI,0,0,1,0
1906,F0ZRifXoU3U,1,0,0,0
1907,RTtXsZh_3HA,1,0,0,0
1908,tjSQ3E1zSxo,1,0,0,0
1909,MTCKGPxHGJ0,1,0,0,0
1910,abXK2p7klsI,0,0,1,0
1911,ZzBciR7UxBU,0,0,1,0
1912,bZ7R8bsDVRI,0,1,0,0
1913,oQD9hojfPYo,1,0,0,0
1914,8AsnQQ8b3xI,0,0,1,0
1915,begGvFxwyWE,0,0,1,0
1916,03Wd0b1DdG4,1,0,0,0
1917,cD6AIYUGYU4,1,0,0,0
1918,H_ATC2y5PRI,1,0,0,0
1919,cT6x2eNWLoE,0,0,1,0
1920,WhvvwwVfwUg,1,0,0,0
1921,O8ui4PKTQLM,0,0,1,0
1922,FoRQ539Drbw,0,0,1,0
1923,5k2O9b-ZyxA,0,0,1,0
1924,7V5ADkX6pgo,1,0,0,0
1925,llz5T7HZHOs,0,0,0,1
1926,DghVOSbD_wc,0,0,1,0
1927,IDKJ8IcyYbU,0,0,1,0
1928,8TA20KqXF0Y,0,0,1,0
1929,8ohxoVnG064,0,0,1,0
1930,anFDNgGqUFA,1,0,0,0
1931,rBTqsh28wUk,0,0,1,0
1932,641eZFyXf6I,0,0,1,0
1933,FzgXK8fr69Q,0,0,1,0
1934,3M-A15d7Sjg,1,0,0,0
1935,9dPeEiNK1dY,0,0,1,0
1936,IEtE3S8wl8k,0,0,1,0
1937,QaATR5tW-hw,1,0,0,0
1938,hjZfIrK7YIY,0,0,1,0
1939,tXZtCCXdp50,1,0,0,0
1940,PAgohEsZEzQ,0,0,0,1
1941,bgSF3RagsZ0,1,0,0,0
1942,uwS2YOxuuf4,1,0,0,0
1943,-LBOJR9f9Tw,0,0,1,0
1944,nFvM04SVECM,0,0,1,0
1945,C6asugX47d8,0,0,1,0
1946,laB_LrJWIRg,0,0,1,0
1947,Z7ghJ-3L_6Q,1,0,0,0
1948,ADXYQQI4h8Y,0,0,1,0
1949,-E6Vi-JSAp4,0,0,1,0
1950,BHP4jlz4ztg,0,0,1,0
1951,Mp_7Q19UBuQ,1,0,0,0
1952,unOnnMirL9o,0,0,1,0
1953,tUtq1ZeqGSs,1,0,0,0
1954,y2Et-sM7KBU,0,0,1,0
1955,duza9H1aFwg,1,0,0,0
1956,xT9MxLENnuQ,0,0,1,0
1957,BmIrzuZN_1g,1,0,0,0
1958,a2NOmkt7WO0,0,0,1,0
1959,NgcNHzjRbGY,0,0,1,0
1960,qCoihpE-8RY,0,0,1,0
1961,2hERcFiJUBY,0,0,0,1
1962,_R0olDUaQm4,0,0,1,0
1963,NOxA33Yh2uk,0,0,1,0
1964,NKQFhbd_eQ4,0,0,1,0
1965,R2JuCLZX-_o,0,0,1,0
1966,IfhAp4XSL3c,0,0,1,0
1967,Nzb_aHcg09I,1,0,0,0
1968,ZbjEkvyM0g4,0,0,1,0
1969,YOaHJEntpcg,0,1,0,0
1970,ZgCC2J85T94,0,0,1,0
1971,_uab8AcQYAs,0,0,0,1
1972,IIR6o9dJ-_o,0,0,0,1
1973,RnjN6TyStds,0,0,1,0
1974,4Y6z3tXHJTw,0,0,1,0
1975,04Rfon6LN2M,1,0,0,0
1976,eMOt2XDzBZQ,1,0,0,0
1977,xZXGnhp-jCY,1,0,0,0
1978,fusCjcAoaAY,1,0,0,0
1979,pYdtV1rDcd8,1,0,0,0
1980,sQDX3OXWhek,0,0,1,0
1981,rpXH_gpzgu0,0,0,0,1
1982,Td9XrPaKDN8,0,0,1,0
1983,dpasMtS8vbs,0,0,1,0
1984,Vm6Ou5Dkw6w,1,0,0,0
1985,qFS_cn5lzwg,0,0,1,0
1986,3ll3lXdNfE0,0,0,1,0
1987,UqAXw0QKMCs,0,0,1,0
1988,FkOanBAzE5o,1,0,0,0
1989,uWGMVav7ltI,0,0,1,0
1990,Vpvf0MlPVRU,0,0,1,0
1991,3VB6IurKjQs,0,0,1,0
1992,g424QZ5yFa8,0,0,1,0
1993,WPdZTUMLSYE,1,0,0,0
1994,kgvTh9IljiU,0,0,1,0
1995,AX2xPvPfB6E,1,0,0,0
1996,0EG4BK-aUiE,0,0,1,0
1997,G1lpBLcqqSE,0,0,1,0
1998,opHir9AWm9U,0,0,1,0
1999,02nM4PHTJSk,1,0,0,0
2000,FPj2k2ScD_c,1,0,0,0
2001,T0KctBv3f7w,0,0,1,0
2002,DChD1PAHvL0,0,0,1,0
2003,HGKZiZjOyeg,1,0,0,0
2004,TLN0ha7Eviw,1,0,0,0
2005,19e5kAlYBEA,1,0,0,0
2006,vXsPLSIiojU,1,0,0,0
2007,9VH1zt7RMbQ,0,0,0,1
2008,rNdC2pW2VDg,0,0,1,0
2009,9zh9ZYUy0Ro,0,0,1,0
2010,J23VDHdZ6tI,0,0,1,0
2011,jQS1VV-q1XQ,0,0,0,1
2012,ngZyJOglNw4,1,0,0,0
2013,IscITz8jghk,1,0,0,0
2014,3JKeWeWZ4YY,1,0,0,0
2015,u3gsuUDc6Qc,0,0,1,0
2016,z5tOeH5MocQ,0,0,1,0
2017,DMzpdjZgWks,1,0,0,0
2018,8P83o0Gc4m4,0,0,1,0
2019,s678hZek9CY,0,0,1,0
2020,b8NAIvXbrP4,0,0,1,0
2021,p_gKR_L-_G4,0,0,1,0
2022,9fdpbNIHkA0,0,0,1,0
2023,Hc9XeQfpxiI,0,0,1,0
2024,1_9KBmEDtx8,0,0,1,0
2025,K1mRRBolTKw,0,0,1,0
2026,5cT5Wrscptk,0,0,1,0
2027,p36vPuha6MU,0,0,1,0
2028,nNRylbvi38E,0,0,1,0
2029,W4c0MhdUlRc,1,0,0,0
2030,2KCbroxyCc8,1,0,0,0
2031,xVM5BmSWS4E,1,0,0,0
2032,IB42PFTd4hQ,1,0,0,0
2033,1eAJDso86QU,1,0,0,0
2034,P0WbsCj2yyg,0,0,1,0
2035,eWbOdaGDiAo,0,0,0,1
2036,MVnPHxqOYP8,1,0,0,0
2037,idD_uf2ajtM,1,0,0,0
2038,DN6mlpsHsNw,0,0,1,0
2039,ROEkKTjrs-c,1,0,0,0
2040,e8FhfTM4eRc,0,0,1,0
2041,OgKn0diRb7g,0,0,1,0
2042,rEkmn-8NLBA,1,0,0,0
2043,389PY6lDIvM,1,0,0,0
2044,yHvhlcZ1bhE,1,0,0,0
2045,AjS7kJNyEjI,0,0,1,0
2046,YuxXKOWcC2s,1,0,0,0
2047,IerHFFoHa10,1,0,0,0
2048,-y1YOkUHgCU,0,0,1,0
2049,irhSfIw3k3Y,1,0,0,0
2050,rA155oQ08EA,0,0,1,0
2051,2tdHq4tGB28,0,0,0,1
2052,IdbNkxM4C5s,0,0,1,0
2053,0RGJ8P0pBnE,0,0,1,0
2054,3fnrvVm4KDY,0,0,1,0
2055,4bC0MNJzcXo,0,0,1,0
2056,wQcYqk08IXg,0,0,1,0
2057,VV3fyut8tgg,1,0,0,0
2058,mTgYpqVXS0U,0,0,1,0
2059,YqHSGGMLsUU,1,0,0,0
2060,lCLd41AT8cU,0,0,1,0
2061,FJ2-gjMzPVE,1,0,0,0
2062,XjrExGNhfxM,0,0,1,0
2063,iigNuNyBB1Y,1,0,0,0
2064,BLQFQ9kx0_Q,0,0,1,0
2065,raAjsXZN-CU,0,0,1,0
2066,3a_uiWlr7Gk,1,0,0,0
2067,BjwoZAJNF2I,1,0,0,0
2068,8uwpAKrWRdU,0,0,1,0
2069,cR1qkxWRAZA,0,0,1,0
2070,-T1hqtrhASI,1,0,0,0
2071,XSpNF3itlX4,0,0,1,0
2072,1SabYKkMQmE,0,0,1,0
2073,OVLuhNr56W0,0,0,1,0
2074,JZnKT4N_EEg,1,0,0,0
2075,hG0dXm3esPA,1,0,0,0
2076,od3GMF5jmVY,0,0,1,0
2077,87Re-cMNwWw,1,0,0,0
2078,moFwKBWlmyk,0,0,1,0
2079,Gbum7QgoFLo,1,0,0,0
2080,Vj-rtDOqx5Q,1,0,0,0
2081,xxRbS0Lu0Yo,0,0,1,0
2082,JGb4bIOmRhQ,1,0,0,0
2083,dRsggnTztGA,0,0,1,0
2084,KBOX5p9IYpg,0,0,1,0
2085,2oHx8uWJeZw,1,0,0,0
2086,PkTsf0IISMQ,1,0,0,0
2087,YsKlxquF_zU,0,0,1,0
2088,PUs5pMHFUXk,1,0,0,0
2089,-fIAoQtcUXE,0,0,1,0
2090,4qLppD8RN0M,0,0,1,0
2091,7rgYNrXHT7k,0,0,1,0
2092,KQ70imipuN4,0,0,1,0
2093,TBRs3hJkK0Q,0,0,1,0
2094,zrZ5Al_nI_o,1,0,0,0
2095,mU543j-If38,0,0,1,0
2096,6cpEIW5qE2M,0,0,1,0
2097,oLF_1sIOAf8,0,0,1,0
2098,TfS5qejeumQ,0,0,1,0
2099,qL1A5sTRYMA,0,0,1,0
2100,Sf_EKQVwD1U,0,0,1,1
2101,wBQWAdnYu5U,1,0,0,0
2102,ey9lqtJBv6g,0,0,1,0
2103,0n2G_YOa9hM,0,0,1,0
2104,Ty7073lurwo,0,0,1,0
2105,t8QYTcCer3A,1,0,0,0
2106,CpZFtcgVg20,1,0,0,0
2107,r3LWThqR1Ng,0,0,1,0
2108,DeDcaKRyQls,0,0,1,0
2109,pPcepb5XGoY,0,0,1,0
2110,1hfNFTuAEgE,0,0,1,0
2111,EeUDcGLSlP8,0,0,1,0
2112,pwf7jMyjRlM,0,0,1,0
2113,Wi6O_5mK3bQ,0,0,1,0
2114,wR-Xv2p7DCQ,0,0,1,0
2115,s_87e9RZE2o,1,0,0,0
2116,VJGhbriHfjg,0,0,1,0
2117,sAWW8KCruuw,1,0,0,0
2118,cnkXbLT_QCw,1,0,0,0
2119,7pj-prD-194,1,0,0,0
2120,G3F-9lkbDf0,0,0,1,0
2121,Jnp5VeGJEsU,1,0,0,0
2122,Eng9TU9HZeA,0,0,1,0
2123,caL0ez9y0dk,0,0,1,0
2124,3vMV7QJZT4g,0,0,1,0
2125,V6C2_Z6zp6w,0,0,1,0
2126,ARc-m7woyD0,0,0,0,1
2127,t0afhVywWX4,0,0,1,0
2128,2rqSw13-QD4,1,0,0,0
2129,9oB0AvZmQ-Y,0,0,1,0
2130,LuCfQi0t4rU,0,0,1,0
2131,A4wot1Z7GZw,1,0,0,0
2132,apTKUP7X9kI,1,0,0,0
2133,zbZZ4Nsb-OE,1,0,0,0
2134,8pD1hcXCchU,0,0,1,0
2135,C5uoPfPMqaM,0,0,1,0
2136,NscNbCSA1Ew,0,0,1,0
2137,WxnR_Km-ntw,0,0,1,0
2138,mLOMN4gZPR4,0,0,1,0
2139,XiZDuJB4Aic,0,0,1,0
2140,l2SD1fOiU_4,1,0,0,0
2141,yXSKDyVzltI,0,0,1,0
2142,D9QzC7fiZa8,1,0,0,0
2143,ZTwkE9kqvL8,0,0,1,0
2144,eVdhEv5MA2Q,1,0,0,0
2145,sLpqO0Wgdws,1,0,0,0
2146,lMnFDzawE3Q,0,0,0,1
2147,jZ0vTm83xI8,0,0,1,0
2148,q2Mext43P0U,0,0,0,1
2149,Jzij7zYpg0s,0,0,1,0
2150,_GZbS_EvrOY,0,1,0,0
2151,m1N3Q3lLBIk,1,0,0,0
2152,AdD_nXX6vio,0,0,1,0
2153,WTOY_Rr622A,1,0,0,0
2154,3i-YLU-EyLk,0,0,1,0
2155,5eEASs_oI6Y,0,0,0,1
2156,FIuvXzRZyW8,0,0,1,0
2157,rUx72e0X3QQ,0,0,1,0
2158,NQUNVc2BGzM,1,0,0,0
2159,a1yWFZipz6Q,0,0,0,1
2160,rhqO_O3JEFQ,0,0,1,0
2161,i0Nq3R5qdMI,1,0,0,0
2162,ahW6tkJ3ccM,0,0,1,0
2163,_LiuLT0tLR0,0,1,0,0
2164,CiVwYtJlHgQ,1,0,0,0
2165,iGvKZ9IU_JI,1,0,0,0
2166,hKXzVJGNjow,1,0,0,0
2167,mgM9X2Rl8XA,0,0,1,0
2168,OoN0O-xIUuc,0,0,1,0
2169,Kn8CSTFcWYU,0,0,1,0
2170,KpmWxelQ9jo,1,0,0,0
2171,dy3wXplCZaY,0,0,1,0
2172,WpYoz6Cd06c,0,0,1,0
2173,DOZuqNSIOlo,0,0,1,0
2174,Uxiwx5thFks,0,0,1,0
2175,2BDX1jqPY6s,0,0,1,0
2176,Wjv_unu5Bis,0,0,1,0
2177,rRsde-mY-dE,0,0,1,0
2178,W7GSb8SH-DY,0,0,1,0
2179,e32ZCAdrwCk,1,0,0,0
2180,qnxTNQJ8lbQ,1,0,0,0
2181,wrLwsz-Ej6I,0,0,1,0
2182,x-HpHhTfRiE,1,0,0,0
2183,LJV5i-E0w_U,0,0,1,0
2184,wXoVr1Z51CA,0,0,0,1
2185,NLQFdXLukjg,1,0,0,0
2186,7nEOgSZe1-w,0,0,1,0
2187,t-1pyofRyws,1,0,0,0
2188,0K1TOiAa3qw,0,0,1,0
2189,UNOzEFBX9PY,0,0,1,0
2190,1f0czQPdUZs,0,0,1,0
2191,3jdbpm-TS9M,0,0,1,0
2192,Z6IE5B6ExUg,0,0,1,0
2193,gJ7oz0x0mCQ,1,0,0,0
2194,-_qhpfQ1Z6E,0,0,1,0
2195,RNsITPrX2UA,0,0,1,0
2196,T6PPBBFgxL4,0,0,0,1
2197,t_HOYd4NP98,0,0,1,0
2198,tk6VwsTojp0,0,0,1,0
2199,70UikCfM6WA,0,0,1,0
2200,rfIaP9_RPOY,0,0,1,0
2201,vUND2DPUaxY,1,0,0,0
2202,rLTfHiqL_dQ,0,0,1,0
2203,7JZyQSckRP8,0,0,1,0
2204,1P04ajDbwrI,0,0,1,0
2205,1OUR9AjW0tI,1,0,0,0
2206,N-t1mAppgdo,1,0,0,0
2207,65uPPy5e8oI,0,0,1,0
2208,Z2BXOXmKpu8,0,0,1,0
2209,VFCm7YEaMrw,0,0,0,1
2210,uQ-HRQrC8wo,1,0,0,0
2211,dZE8kzY7U4Y,1,0,0,0
2212,FFvJ3MHv0D0,1,0,0,0
2213,IyN2yKLqiG8,0,0,1,0
2214,TZYY-Q8oPfU,1,0,0,0
2215,Gi8aq9HAdfc,1,0,0,0
2216,2vwesvak4SM,1,0,0,0
2217,MvbWzxNWqcA,0,0,1,0
2218,DIax_Uabv-c,0,0,1,0
2219,p7OIfe1iI2o,0,0,1,0
2220,sN3A6plBN-4,1,0,0,0
2221,_S2HmI0W7Y0,0,0,1,0
2222,cAdY5e0aWhg,0,0,1,0
2223,fobQ_ayNyTw,0,0,1,0
2224,O_FN6vBcP1Q,1,0,0,0
2225,lwedqcip5F4,0,0,1,0
2226,83pBxuvo_Aw,0,0,1,0
2227,JBw2es-7GFE,0,0,1,0
2228,emUlmKaVt-g,0,0,1,0
2229,xHXGGxUrZcA,1,0,0,0
2230,a_Ey27lrU6w,1,0,0,0
2231,uvg47i1FXag,1,0,0,0
2232,WF8fTiT-9nA,0,0,1,0
2233,pu_GthHKhHE,1,0,0,0
2234,Jx1GfK5d-G4,1,0,0,0
2235,v0WUu2iDr4s,0,0,1,0
2236,FpdKIiR8Fc8,1,0,0,0
2237,U7B7ODxD4Pw,0,0,1,0
2238,6Uam21IOJ4U,1,0,0,0
2239,fm6uKZitsTU,0,0,1,0
2240,dgG2j7pPVcs,1,0,0,0
2241,2z929ncJ9dg,0,0,1,0
2242,EGdL-Cd-psc,1,0,0,0
2243,EyEmvqr9R-k,1,0,0,0
2244,rZ4a1c_wi6U,0,0,0,1
2245,N71s3plc19g,0,0,1,0
2246,eud1Ptz6xYY,0,0,1,0
2247,IuRcfAO9Bnc,0,0,1,0
2248,l5cL3agKqxY,0,0,1,0
2249,2JZucQp_cPQ,0,0,1,0
2250,Q6uVF6sR264,0,0,1,0
2251,rj18Z9HRxH4,1,0,0,0
2252,Nx2WJdhxf-c,0,0,1,0
2253,_cCsu-GgP5o,1,0,0,0
2254,9nucsPTEiNw,0,0,1,0
2255,xN4q5HGnInw,0,0,1,0
2256,R1tphIGaZ4A,0,0,1,0
2257,hp2WvkOZ5mg,0,0,1,0
2258,BbVfP2VWJS8,1,0,0,0
2259,I3Kp5VOib_U,0,0,0,1
2260,YW2_NZok7rQ,0,0,1,0
2261,XGVqFtKHx2g,1,0,0,0
2262,tBIlc1rqI5s,0,0,1,0
2263,9y2_d6TGRgs,1,0,0,0
2264,9EubxvXbfkQ,1,0,0,0
2265,5LQ7iwsceog,1,0,0,0
2266,ewLl6Rk5a6g,0,0,1,0
2267,s4YJQLiTBTA,0,0,1,0
2268,4-siHP8YjhI,0,0,1,0
2269,6AHbpDRLQVc,1,0,0,0
2270,q9J08D_-LQU,0,0,1,0
2271,e4KCE_umias,0,0,0,1
2272,t3b2DthYqn4,1,0,0,0
2273,GSRqh61dw8E,0,0,1,0
2274,uTxx-EBL0jU,1,0,0,0
2275,-kVmE1evazA,1,0,0,0
2276,EZWy1_KLtuc,0,0,1,0
2277,MnSWapOZ_So,0,0,1,0
2278,SLNyJ_Tqrb4,0,0,1,0
2279,rYyqKR03KV0,1,0,0,0
2280,9A1fDrlA9i8,0,0,1,0
2281,DGMaw7CMAqg,1,0,0,0
2282,BrG7abYl_0I,0,0,0,1
2283,bkcp3sJY1R4,0,0,1,0
2284,_n2lIJU5Djo,1,0,0,0
2285,6JoOExocwy8,1,0,0,0
2286,QC6SYfmIfe4,1,0,0,0
2287,fTsmG5bN0aw,0,0,1,0
2288,3QIE8hM0F6M,0,0,1,0
2289,AOCE2Kf0-rk,1,0,0,0
2290,9jXb5088jHA,1,0,0,0
2291,G91s39M6xzc,1,0,0,0
2292,XdEHU9_zsdc,1,0,0,0
2293,eLhpCxK1Ga0,0,0,1,0
2294,c8KW8HtdiRo,0,0,1,0
2295,Vrpds24-XFE,0,1,0,0
2296,fApRgednk0k,1,0,0,0
2297,2Lsu3FnBrMw,0,0,1,0
2298,st_9DG4EE2I,0,0,1,0
2299,GzLvW3Hrk9E,1,0,0,0
2300,o4xXn9JXTnY,0,0,1,0
2301,yx2kWXn-MNY,0,0,1,0
2302,A_d-lGEiNgM,0,0,1,0
2303,g84HvihsmS4,0,0,1,0
2304,93GShMTI4aU,0,0,1,0
2305,Uc94Cq_Bw9U,0,0,1,0
2306,5YSjb42MQsg,1,0,0,0
2307,zZO5dwfDCKQ,1,0,0,0
2308,7b1uLTDxNm4,0,0,1,0
2309,QIQwMYOzh6o,1,0,0,0
2310,nx7tPfs6auw,0,0,1,0
2311,CeIrQTSyaYg,1,0,0,0
2312,u7IlJiw7XVk,0,0,1,0
2313,A5DXE4ACKe8,0,0,1,0
2314,te0S8baeHmw,1,0,0,0
2315,AmNeJl4-SGc,0,0,1,0
2316,Ndt6B3E9mhQ,0,0,1,0
2317,FHaNiBPS9gw,1,0,0,0
2318,sGOT69osIiM,1,0,0,0
2319,rGOtPjWZADo,0,0,1,0
2320,MCrL8_CMWKM,0,0,1,0
2321,BlxgbaqI37w,0,0,1,0
2322,ENbbdP8oUIU,1,0,0,0
2323,7KtibqmMAgA,1,0,0,0
2324,sVWKqpkM_1Q,1,0,0,0
2325,fU4T9X6ByLQ,1,0,0,0
2326,eC823KXum7w,0,0,1,0
2327,aL9Xx8cM3Pw,0,0,1,0
2328,_8oLuzQAu88,0,0,1,0
2329,Wu4j2OnJsJA,0,0,1,0
2330,-39M3cUpTh8,0,0,1,0
2331,TQx_34dWIsI,1,0,0,0
2332,1V9UGHQiE9w,0,0,0,1
2333,w3slwkEKjAg,0,0,1,0
2334,TlURTthZdAA,0,0,1,0
2335,AETa1pVu87o,0,0,1,0
2336,N86F0AQ9xj8,0,0,1,0
2337,3ZRrnJCYPoE,0,0,1,0
2338,rQzipCUoaXs,0,0,1,0
2339,37SyaahNEiE,1,0,0,0
2340,h9ahnhfwRDo,0,0,1,0
2341,HMvIBtaGWxc,1,0,0,0
2342,4zNl7lZcH0E,0,0,1,0
2343,YVmdhFpFufs,1,0,0,0
2344,3kRlZ0bYAOQ,0,0,0,1
2345,URvy9YNC4so,0,0,1,0
2346,XQYR3kA1cj8,0,0,1,0
2347,3_vI04F6Xsc,1,0,0,0
2348,X3cj91faI4I,0,0,1,0
2349,4xw3XVyQvQg,0,0,1,0
2350,jygrYDOKq7k,1,0,0,0
2351,ZMNrOQiLFyc,0,0,1,0
2352,9vXZcM1W_Xc,1,0,0,0
2353,_o_-wOIbysY,0,0,1,0
2354,WLLbPvjIEOc,1,0,0,0
2355,cEPcBdeIV7k,0,0,0,1
2356,_m1YRUHS2Rk,1,0,0,0
2357,6m7T_WYOum8,1,0,0,0
2358,KV5RAsHjxTY,0,0,1,0
2359,ScAk8KsGUe4,0,0,1,0
2360,Lq8SB6IE014,0,0,1,0
2361,BC8ysAq6308,0,0,1,0
2362,Y5vHgRd_QZk,1,0,0,0
2363,fikhlwcdo_A,1,0,0,0
2364,z1QzbBuXqU4,0,0,1,0
2365,Z-fYKGkf9qU,0,0,1,0
2366,34M2OJ0dPrs,0,0,0,1
2367,_Vq8CBSzi8g,1,0,0,0
2368,16cjg7B_V0A,0,0,1,0
2369,hIDqPsVKOM4,0,0,0,1
2370,tS6u7pB52M0,0,0,1,0
2371,D-8S_oK1x1Q,1,0,0,0
2372,zMlwkLKe79w,0,0,1,0
2373,lS2wwRJvr8o,1,0,0,0
2374,rz4njG2aSbc,1,0,0,0
2375,tzfego857qY,0,0,1,0
2376,oSQNd6canPE,1,0,0,0
2377,bLa5FSpHd_w,0,0,1,0
2378,EIBI-gm7lLw,0,0,1,0
2379,nPKoIVGdxoQ,1,0,0,0
2380,Wce-_ndTsUk,0,0,1,0
2381,yzFKkpbSAFU,0,0,1,0
2382,Q4cr0hsLsy8,0,0,1,0
2383,W1gG_wT6Jn4,1,0,0,0
2384,R9d-nV67fjk,0,0,1,0
2385,lgA66qylN4k,0,0,1,0
2386,UbPVRzYt-js,0,0,1,0
2387,jTuWK_S7o6Y,1,0,0,0
2388,KSyZVy_toxk,1,0,0,0
2389,1ts64zDEDsc,1,0,0,0
2390,pkUrWLYJXUI,0,0,1,0
2391,zlx7czHyyRk,1,0,0,0
2392,A2YpK69sM4A,0,0,1,0
2393,LE36E3_EWB0,0,0,1,0
2394,UfEFVB0Ej2g,0,0,1,0
2395,LyH8tC9cZ6k,0,0,1,0
2396,80EL7Xkmwqg,1,0,0,0
2397,h1pqpxMu4X4,0,0,1,0
2398,9ajnaSKl26s,1,0,0,0
2399,1QEi1NLEciw,0,0,1,0
2400,5G05PSrnr1o,0,0,0,1
2401,Bg0gtKsMV6E,0,0,0,1
2402,Y9kHCgC121c,0,1,0,0
2403,gfQnUI-s6po,0,0,0,1
2404,WSs7DFhrGmg,0,0,0,1
2405,bwyZ9rM3sAw,0,0,0,1
2406,oI93Q8aEbrU,0,0,0,1
2407,GLEDUmnwnLY,0,1,0,0
2408,uYcljqiF9iI,0,0,0,1
2409,H7a67k5Y6JM,0,0,0,1
2410,9IJdIDiFpZ0,0,0,0,1
2411,MkVaOS3cNm0,0,1,0,0
2412,AfbDDepffwY,0,0,0,1
2413,eo0cA_oX4V8,0,0,0,1
2414,-V5rJGB_nEo,0,0,0,1
2415,AhC4BVp87Fs,0,0,0,1
2416,uyqeZZMp62s,0,0,0,1
2417,wwtASYQNh9Q,0,0,0,1
2418,OdEJT1Otm7c,0,0,0,1
2419,wgi-0b7HLCs,0,0,0,1
2420,ZaPGy8_CN0k,0,0,0,1
2421,8kfH1dJYuOM,0,0,0,1
2422,wmQBydXjz0E,0,1,0,0
2423,m31faKFcMRk,0,0,0,1
2424,rcdPfxCmEE4,0,0,0,1
2425,jpqhPB2G-AQ,0,0,0,1
2426,KgXwESVYM9o,0,0,0,1
2427,cddvD94wvuI,0,1,0,0
2428,mVBOy8rAKsw,0,0,0,1
2429,lqKC8pA0FRs,0,0,0,1
2430,6iKErkAq5IY,0,0,0,1
2431,qG6G3wAKylA,0,0,0,1
2432,bzXQrIPD2Iw,0,1,0,0
2433,6silvQHF84U,0,0,0,1
2434,0pP8oQhs4Sk,0,1,0,0
2435,5PY6XHBPQ9M,0,1,0,0
2436,Ny9KC2zRuuU,0,0,0,1
2437,kauZ8RltGHU,0,1,0,0
2438,T7X4Hdswdpo,0,0,0,1
2439,Um7H3GscLng,0,0,0,1
2440,wZkD7kdWipU,0,0,0,1
2441,Le_EjUVU7nI,0,1,0,0
2442,Iv8_snSwRWc,0,0,0,1
2443,qKxNIGK2c_U,0,1,0,0
2444,UnqrX5Hxr6Y,0,0,0,1
2445,kYdm2mX9Uy4,0,0,0,1
2446,YrEJBA-iEGk,0,1,0,0
2447,f2GpVJ8iZKE,0,1,0,0
2448,6uygGxAHnNc,0,0,0,1
2449,0Q4dvc6ZjZs,0,0,0,1
2450,V0t966xVkoI,0,0,0,1
2451,iBCBETgawkc,0,0,0,1
2452,rFBrMwLZfyU,0,1,0,0
2453,CssP3DLNbnQ,0,0,0,1
2454,9GvNsuYVwlM,0,0,0,1
2455,aiK-jM_U4Ik,0,0,0,1
2456,DX_gcTSjv1E,0,1,0,0
2457,-47OMrNfA0A,0,0,0,1
2458,kTiramcFvpc,0,0,0,1
2459,DdGdQR-3lCY,0,0,0,1
2460,OLFbLkyvl28,0,0,0,1
2461,gC9Ec6Ymmt8,0,1,0,0
2462,H6G5doJRDi8,0,0,0,1
2463,S3HhQpEcj2o,0,1,0,0
2464,VlgMuRY6sGY,0,0,0,1
2465,xPwAC9HL-Lw,0,0,0,1
2466,rgx-kBamPGE,0,0,0,1
2467,LUlMdzEBXL8,0,0,0,1
2468,2G1VxNVSM_k,0,0,0,1
2469,SY8Yb44gJQQ,0,0,0,1
2470,EKC1zcHAiv8,0,0,0,1
2471,ilM--OsCLQA,0,0,0,1
2472,J6HSaLmgvSw,0,1,0,0
2473,y-tMwhUZ0fI,0,0,0,1
2474,HiQr_WPr4CM,0,0,0,1
2475,qcO18E5UtZw,0,1,0,0
2476,CcmrSSJwERA,0,0,0,1
2477,_Z8_mfSJ0Qo,0,0,0,1
2478,sOKiigT5N9I,0,1,0,0
2479,DY9gwVvkE74,0,0,0,1
2480,XhSTe0ww958,0,0,0,1
2481,MtnpFApn4Xc,0,0,0,1
2482,h2RfV1ermSQ,0,0,0,1
2483,yW9G0mwi1Ak,0,0,0,1
2484,yhCwVzf60yU,0,0,0,1
2485,R30mut40Qvc,0,0,0,1
2486,dmvY4IgUB24,0,1,0,0
2487,QP4kjDkM1gs,0,0,0,1
2488,cI7CzIQLZhI,0,1,0,0
2489,1Fo2SQs3M5I,0,0,0,1
2490,CUF18vLSlNI,0,1,0,0
2491,YvFTQhtDioE,0,0,0,1
2492,dldvSW1IzaQ,0,0,0,1
2493,oJ4ZECRySmc,0,0,0,1
2494,xuDdfts7-qc,0,0,0,1
2495,K6DpQDtcZdk,0,0,0,1
2496,ymZbYwnWQrc,0,0,0,1
2497,TbCcSJDIuQk,0,0,0,1
2498,TY4QGdvaucg,0,0,0,1
2499,a-I7SanHAnQ,0,1,0,0
2500,CJPZfcXbt8A,0,0,0,1
2501,ub6I7TL2qUc,0,0,0,1
2502,mzQdkvOAwj0,0,0,0,1
2503,3qHkvgV5Epg,0,0,0,1
2504,Y0_zjWoEKlo,0,0,0,1
2505,8GQHE3I4bHk,0,0,0,1
2506,QOwifLPVIuU,0,0,0,1
